	adj_spex_UMAP1	adj_spex_UMAP2
551	152.31873632799955	12344.077060917256
552	375.2712135663775	12155.973740980062
553	427.11854719189864	12251.728713995823
554	1796.2066400460667	12429.007547884225
555	2093.381384193987	12366.341140393133
556	1875.0	12375.0
557	1602.8466961256543	12507.331551153504
558	1997.853914809363	12319.533464792672
559	1510.2949396785327	12358.609908528733
560	1805.750301539369	12462.600280693947
561	1755.835601484277	12482.571795779331
562	1884.9967571738423	12281.767908157615
563	1985.2313484764202	12333.485906662374
564	1875.0	12375.0
565	2145.315169350476	12115.087112249077
566	7131.238047010829	4605.299880841274
567	7276.548014021973	4780.9664801903455
568	7221.368764804544	4823.491369177078
569	7270.518297117669	4755.714076607342
570	7125.0	4875.0
571	6937.459996029584	4917.517831733801
572	7021.235798703931	5047.849767414165
573	6930.600346180586	5195.677056545822
574	7122.7716018144865	4784.832443345985
575	5625.0	3375.0
576	5376.354620210339	3368.6612986455516
577	5625.0	3375.0
578	5540.805301844247	3740.426124958878
579	5465.590119145824	3207.7564433563875
580	5418.003464770097	3269.213384332818
581	5718.827145190549	3200.6450873434146
582	5599.154439638466	3336.913922580643
583	5618.290632411555	3270.184372239301
584	5625.0	3375.0
585	5625.0	3375.0
586	5652.791029959694	3282.139089543051
587	320.14325282596394	1037.6676139147612
588	475.98235516481157	999.1345156409144
589	274.778377754126	1284.5699045273384
590	294.16224771458684	1242.6110382061981
591	128.5793422419449	1107.6204636879736
592	39.71190580242131	1292.9490812399868
593	375.0	1125.0
594	547.8839655647829	1037.687373211357
595	290.14864059356887	1085.5530342585985
596	732.8507409978856	1063.0509003041159
597	535.3244626660899	1080.0797091015672
598	3406.804975054233	13824.277145357704
599	3375.0	13875.0
600	3278.5085855289394	13788.78852662857
601	3416.882381377537	13637.624716228935
602	3066.585083910677	12161.680428620308
603	3375.0	12375.0
604	3306.656140654645	12151.672146009108
605	3375.0	12375.0
606	3288.1866325578276	12357.231904681128
607	3375.0	12375.0
608	3294.796757683791	12283.201465030914
609	3615.561444080913	12166.673463323748
610	3375.0	12375.0
611	3143.2309741107197	12327.694513275574
612	3375.0	12375.0
613	3398.957341352248	3368.9152944312614
614	3400.707595019636	3370.7204748559857
615	3412.336677257004	3362.402432265483
616	3409.4975439655523	3363.287953415621
617	3407.6282640369604	3374.5091629683334
618	3413.6792923130133	3364.8456891277106
619	3402.9250882064835	3366.7197968176342
620	3408.6608197788173	3364.493503938541
621	3011.5737708823026	3467.446611561976
622	3415.404031993241	3361.635081546131
623	3412.074164077181	3368.1598741342314
624	3406.555564728149	3366.8640591039825
625	5597.21164086996	5648.504942753813
626	5520.381085874797	5264.889068747888
627	5524.0725748274035	5525.937971608608
628	5625.0	5625.0
629	5525.762673048891	5646.200382465754
630	5885.535584656705	5608.83506211135
631	5612.749539216901	5832.428768076586
632	5625.0	5625.0
633	3448.27636112309	5351.484185425546
634	3289.4891969432633	5259.879605389411
635	3349.4535225867785	5858.505019326232
636	3375.0	5625.0
637	3375.0	5625.0
638	3364.7190853725633	5606.55310886742
639	3470.603335909105	5440.775901994217
640	3348.7033149891513	5688.414118766674
641	3305.0991581284015	5858.26767488716
642	3284.109942908066	5827.476798233669
643	4869.374432391194	2095.349258564446
644	5010.382692513099	1744.6237014413882
645	4819.871950250052	2097.695404519668
646	5149.919384558663	1619.9620969465795
647	4655.521196725108	1648.2808501392553
648	4744.925632031224	2044.0885902317743
649	7355.340709837199	1011.1421561194809
650	7059.040815090203	1164.1160566682179
651	7125.0	1125.0
652	6948.296376501347	1263.0465384563688
653	6788.833072664468	958.816977504357
654	4788.210584666375	3169.614997659293
655	4693.971469207537	3504.8936174055425
656	5013.202976944219	3351.4248883276778
657	4525.098788290081	3336.913305891121
658	4796.391353058544	3741.6683523649585
659	5187.162878989991	3258.60262651093
660	5006.157245190228	3291.6085392706896
661	4632.318863110902	3581.019371700985
662	5025.672842719126	3248.8197841607143
663	4875.0	3375.0
664	4875.0	3375.0
665	4622.375026280758	3160.067565015285
666	4723.428943269981	9368.756084929724
667	4697.406512779852	9287.559062308817
668	5162.677816585913	9275.499194993981
669	4963.463605092744	9169.907923325532
670	4800.959763283325	9493.932083606082
671	5006.1103030652175	9204.014683827862
672	4875.0	9375.0
673	4875.0	9375.0
674	4748.83514224935	9559.804504441181
675	4712.8308836293945	9713.121542785397
676	4925.010059655971	9242.766110526385
677	5625.0	4875.0
678	5430.878579702246	4790.351239962727
679	5771.750120063015	4796.2209488757
680	5532.5234203207	4910.742224552821
681	5589.42791193741	4673.636374791086
682	5625.0	4875.0
683	5466.308270919751	4759.5204736922105
684	5625.0	4875.0
685	5256.4147048283285	4944.064319175762
686	5943.980028847812	4791.1359637020905
687	5625.0	4875.0
688	5434.818842186148	4831.3633806568005
689	5625.0	7875.0
690	5625.0	7875.0
691	5559.109400096715	7625.693279338013
692	5480.321558145904	7968.33105865568
693	5625.0	7875.0
694	5453.442522268743	8038.279487240817
695	5654.772061938865	7864.314650863947
696	5739.521275789959	7703.592201736369
697	5951.485050473151	7690.520971876086
698	5492.815215066037	7928.114067103846
699	5419.780792117774	7767.247099869594
700	2679.212816099866	2611.474829420112
701	2625.0	2625.0
702	2596.3237190256673	2593.384073974498
703	2625.0	2625.0
704	2555.6394568525093	2618.569707701289
705	2710.9892094316797	2259.9919783603177
706	2485.9637791155146	2420.056908068177
707	2583.1499331797813	2768.63128920107
708	2625.0	2625.0
709	375.0	10875.0
710	213.2717276948615	10834.085412138887
711	242.63960882855008	10942.444402939638
712	394.727417233735	10720.679303012494
713	375.0	10875.0
714	305.32491554395074	10994.719200458681
715	175.569965680627	10968.374778916694
716	375.0	10875.0
717	353.35155259719	10891.743684828436
718	715.1883112827925	10717.21244387924
719	484.649903652189	10807.66771600865
720	4369.073330329282	3257.8971173511327
721	4054.5132796111334	3554.2824580675547
722	4034.5886078454087	3176.2679240543252
723	4236.458918563745	3181.080543836139
724	4062.8711089923004	3394.742927664785
725	3954.4268632051985	3708.960783631824
726	4125.0	3375.0
727	4125.0	3375.0
728	4120.395816109528	3356.437509268051
729	3993.9175170588856	3480.7783657322293
730	3900.796158409095	3183.8978773084614
731	1897.824966335803	4873.827448504213
732	1875.0	4875.0
733	1875.0	4875.0
734	1500.04167364593	4880.590482783683
735	1902.89134235982	4864.481561513982
736	1875.0	4875.0
737	1905.3022270459346	4874.210683749
738	1875.0	4875.0
739	1893.9384953871627	4865.753714762072
740	1875.0	4875.0
741	1898.6894845532356	4873.663891436614
742	1888.0637703179143	4865.972143311357
743	1875.0	4875.0
744	1910.4757506522908	4864.299452278269
745	6423.918790732574	1797.8185359328675
746	6234.465820586883	1932.7025704362811
747	6375.0	1875.0
748	6237.715134512549	1813.8456382780928
749	6089.463008225503	1797.1563312234234
750	6337.428267810877	1900.152771791518
751	6515.06784547446	1809.17091848049
752	6304.825155473317	1835.028752276062
753	6375.0	1875.0
754	6401.590412518487	4111.399174509107
755	6049.877286075693	4311.86952905836
756	6410.638544788447	4112.424595707381
757	6419.313555396213	4097.435849824932
758	6420.20517941201	4101.173036801691
759	6414.2464251060155	4096.220508407875
760	6415.651176455119	4096.378542084171
761	6400.598721273538	4111.762651751968
762	6404.883462928801	4110.20007296746
763	6412.99520202656	4101.1359942369645
764	1073.887807796914	8058.246373972902
765	1127.0810508637821	7820.283613026338
766	902.5013002262808	7969.384729899846
767	949.0204124037141	7933.594709037983
768	1287.9595063803504	7727.50214170012
769	1455.500509942956	7697.815314071881
770	1059.287633694146	7864.426794451823
771	1274.0909818855355	7854.937549998279
772	1306.9766047654316	7759.714029189051
773	1047.6893465052751	7945.609013352221
774	891.0067760095142	7993.492487958205
775	7442.911747556224	6193.098957129769
776	7226.973457372391	6271.286573689112
777	7245.063227030811	6019.739783377103
778	7125.0	6375.0
779	6863.372756925735	6638.488043189047
780	6861.157518693852	6633.236362249421
781	6884.643519180563	6421.500759385914
782	5486.555989880506	11738.204308805853
783	5772.040139257816	11516.83583929845
784	5625.0	11625.0
785	5625.0	11625.0
786	5705.374004357062	11463.80134010191
787	5746.058213756353	11585.451279679406
788	5646.890479717958	11586.422627081547
789	5656.802133364277	11514.009001753095
790	5263.971577961937	11523.592512698979
791	5625.0	11625.0
792	5607.31644191512	11690.29631845861
793	5609.933566315878	11779.631305003682
794	375.0	10125.0
795	190.22758967257687	10285.907499393232
796	95.55820821574957	10215.139385985072
797	375.0	10125.0
798	510.79533744853757	9983.433475588283
799	340.41857709397516	10214.752586683839
800	321.0611909149538	10110.547037075847
801	375.0	10125.0
802	624.9718257016391	9845.466305509712
803	390.3833515827987	10074.467650557408
804	1813.9096375903891	6312.158511574673
805	1675.3860651985165	6220.72923159581
806	1707.2899987721523	6425.190983858251
807	1875.0	6375.0
808	1992.580224672789	6080.70384098415
809	1656.4958990483008	6598.1901917985315
810	2055.206741106417	6178.5255519939565
811	1568.9664697614444	6591.722122474212
812	1982.9806304786473	6346.718742582777
813	2115.120231385545	6363.272083563966
814	1875.0	6375.0
815	2385.2405505388615	12923.334340288571
816	2849.1911200155337	13022.653034392719
817	2651.3359156788983	12892.672732519415
818	2428.8656001810214	13444.618987558075
819	2625.0	13125.0
820	2749.5509411641333	13071.627791157118
821	3233.9383144599306	6509.101127884516
822	3228.735052688994	6080.171848223207
823	3375.0	6375.0
